Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Revenue,journey_month,journey_day,journey_weekday,journey_quarter,month_name,duration_mins,stops_clean,dep_hour,dep_time_of_day,arrival_hour,arrival_time_of_day,price_band
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,7229,6,9,6,2,Jun,175,0,15,Afternoon,18,Evening,Mid-Range
IndiGo,2019-05-12,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147,6147,5,12,6,2,May,290,1,15,Afternoon,20,Evening,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,16/06/26 4:25,10h,2 stops,No info,14237,14237,3,24,6,1,Mar,600,2,18,Evening,4,Night,Premium
IndiGo,2019-05-01,Delhi,Cochin,DEL → AMD → COK,7:45,13:40,5h 55m,1 stop,No info,6101,6101,5,1,2,2,May,355,1,7,Morning,13,Afternoon,Mid-Range
Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,22/05/26 5:35,12h 45m,2 stops,No info,12324,12324,6,9,6,2,Jun,765,2,16,Afternoon,5,Morning,Premium
Vistara,2019-05-12,Banglore,New Delhi,BLR → AMD → DEL,6:40,21:55,15h 15m,1 stop,No info,18387,18387,5,12,6,2,May,915,1,6,Morning,21,Night,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,16:00,04/06/26 4:25,12h 25m,1 stop,In-flight meal not included,10262,10262,3,24,6,1,Mar,745,1,16,Afternoon,4,Night,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,10h,1 stop,In-flight meal not included,10262,10262,5,1,2,2,May,600,1,9,Morning,19,Evening,Premium
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,non-stop,No info,7229,7229,6,9,6,2,Jun,180,0,7,Morning,10,Morning,Mid-Range
Air Asia,2019-05-12,Kolkata,Banglore,CCU → BLR,22:50,28/06/26 1:20,2h 30m,non-stop,No info,3807,3807,5,12,6,2,May,150,0,22,Night,1,Night,Budget
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,15:15,22/03/26 1:35,10h 20m,1 stop,No info,7695,7695,3,24,6,1,Mar,620,1,15,Afternoon,1,Night,Mid-Range
Air India,2019-05-01,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,19/05/26 8:55,27h 5m,2 stops,No info,12723,12723,5,1,2,2,May,1625,2,5,Morning,8,Morning,Premium
SpiceJet,2019-06-09,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2175,2175,6,9,6,2,Jun,90,0,13,Afternoon,14,Afternoon,Budget
IndiGo,2019-05-12,Delhi,Cochin,DEL → BOM → COK,9:15,28/05/26 1:30,16h 15m,1 stop,No info,6628,6628,5,12,6,2,May,975,1,9,Morning,1,Night,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,13/06/26 4:25,13h 50m,2 stops,No info,13376,13376,3,24,6,1,Mar,830,2,14,Afternoon,4,Night,Premium
IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4148,4148,5,1,2,2,May,155,0,15,Afternoon,17,Evening,Budget
Jet Airways,2019-06-09,Delhi,Cochin,DEL → IDR → BOM → COK,5:25,28/03/26 4:25,23h,2 stops,In-flight meal not included,9254,9254,6,9,6,2,Jun,1380,2,5,Morning,4,Night,Mid-Range
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016,8016,5,12,6,2,May,185,0,18,Evening,22,Night,Mid-Range
Jet Airways,2019-03-24,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4030,4030,3,24,6,1,Mar,180,0,17,Evening,20,Evening,Budget
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,5198,5198,5,1,2,2,May,180,0,17,Evening,20,Evening,Mid-Range
Air Asia,2019-06-09,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4409,4409,6,9,6,2,Jun,150,0,19,Evening,22,Night,Budget
Air India,2019-05-12,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,10082,10082,5,12,6,2,May,90,0,13,Afternoon,15,Afternoon,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,19/05/26 10:05,20h,1 stop,In-flight meal not included,9663,9663,3,24,6,1,Mar,1200,1,14,Afternoon,10,Morning,Mid-Range
SpiceJet,2019-05-01,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No info,3971,3971,5,1,2,2,May,160,0,5,Morning,8,Morning,Budget
IndiGo,2019-06-09,Chennai,Kolkata,MAA → CCU,7:55,10:15,2h 20m,non-stop,No info,6297,6297,6,9,6,2,Jun,140,0,7,Morning,10,Morning,Mid-Range
SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No check-in baggage included,3573,3573,5,12,6,2,May,160,0,5,Morning,8,Morning,Budget
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844,10844,3,24,6,1,Mar,510,1,14,Afternoon,22,Night,Premium
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,6:05,8:50,2h 45m,non-stop,No info,4423,4423,5,1,2,2,May,165,0,6,Morning,8,Morning,Budget
Jet Airways,2019-06-09,Banglore,New Delhi,BLR → BOM → DEL,14:05,21:20,7h 15m,1 stop,No info,19225,19225,6,9,6,2,Jun,435,1,14,Afternoon,21,Night,Premium
IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,22:05,13/03/26 0:30,2h 25m,non-stop,No info,6297,6297,5,12,6,2,May,145,0,22,Night,0,Night,Mid-Range
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,22:20,07/03/26 0:40,2h 20m,non-stop,No info,3849,3849,3,24,6,1,Mar,140,0,22,Night,0,Night,Budget
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,8:00,15:30,7h 30m,1 stop,No info,15078,15078,5,1,2,2,May,450,1,8,Morning,15,Afternoon,Premium
IndiGo,2019-06-09,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,4205,4205,6,9,6,2,Jun,265,1,19,Evening,23,Night,Budget
Air India,2019-05-12,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,5228,5228,5,12,6,2,May,170,0,13,Afternoon,16,Afternoon,Mid-Range
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,7:00,21:00,14h,1 stop,No info,7408,7408,3,24,6,1,Mar,840,1,7,Morning,21,Night,Mid-Range
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,7229,7229,5,1,2,2,May,175,0,11,Morning,14,Afternoon,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,16/06/26 4:25,13h 50m,2 stops,In-flight meal not included,10919,10919,6,9,6,2,Jun,830,2,14,Afternoon,4,Night,Premium
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544,4544,5,12,6,2,May,175,0,15,Afternoon,18,Evening,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,8:00,22/03/26 4:25,20h 25m,1 stop,In-flight meal not included,6540,6540,3,24,6,1,Mar,1225,1,8,Morning,4,Night,Mid-Range
Jet Airways,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,22/03/26 18:50,23h 40m,2 stops,No info,9483,9483,5,1,2,2,May,1420,2,19,Evening,18,Evening,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,16079,16079,6,9,6,2,Jun,540,1,10,Morning,19,Evening,Premium
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,18:15,02/06/26 1:30,7h 15m,1 stop,No info,13377,13377,5,12,6,2,May,435,1,18,Evening,1,Night,Premium
IndiGo,2019-03-24,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,4823,3,24,6,1,Mar,175,0,18,Evening,21,Night,Budget
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,16/05/26 10:55,17h 55m,1 stop,No info,14151,14151,5,1,2,2,May,1075,1,17,Evening,10,Morning,Premium
GoAir,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,23:30,10/05/26 7:45,8h 15m,1 stop,No info,6095,6095,6,9,6,2,Jun,495,1,23,Night,7,Morning,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,12029,12029,5,12,6,2,May,555,1,10,Morning,19,Evening,Premium
Air India,2019-03-24,Kolkata,Banglore,CCU → HYD → BLR,19:00,07/04/26 11:05,16h 5m,1 stop,No info,4437,4437,3,24,6,1,Mar,965,1,19,Evening,11,Morning,Budget
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,1:30,4:15,2h 45m,non-stop,No info,3419,3419,5,1,2,2,May,165,0,1,Night,4,Night,Budget
IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943,3943,6,9,6,2,Jun,170,0,10,Morning,13,Afternoon,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,14:00,22/03/26 1:35,11h 35m,1 stop,No info,13542,13542,5,12,6,2,May,695,1,14,Afternoon,1,Night,Premium
Air India,2019-03-24,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,7174,7174,3,24,6,1,Mar,320,1,17,Evening,23,Night,Mid-Range
IndiGo,2019-05-01,Mumbai,Hyderabad,BOM → HYD,9:10,10:35,1h 25m,non-stop,No info,7417,7417,5,1,2,2,May,85,0,9,Morning,10,Morning,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,10/05/26 4:25,15h,2 stops,No info,16704,16704,6,9,6,2,Jun,900,2,13,Afternoon,4,Night,Premium
Air India,2019-05-12,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4435,4435,5,12,6,2,May,155,0,20,Evening,23,Night,Budget
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → GOI → BLR,9:25,22/05/26 5:35,20h 10m,2 stops,No info,11432,11432,3,24,6,1,Mar,1210,2,9,Morning,5,Morning,Premium
Air Asia,2019-05-01,Banglore,Delhi,BLR → DEL,23:55,22/06/26 2:45,2h 50m,non-stop,No info,3383,3383,5,1,2,2,May,170,0,23,Night,2,Night,Budget
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,4:40,7:15,2h 35m,non-stop,No info,4804,4804,6,9,6,2,Jun,155,0,4,Night,7,Morning,Budget
Air Asia,2019-05-12,Banglore,Delhi,BLR → DEL,4:55,7:45,2h 50m,non-stop,No info,3383,3383,5,12,6,2,May,170,0,4,Night,7,Morning,Budget
IndiGo,2019-03-24,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,5h 20m,1 stop,No info,6991,6991,3,24,6,1,Mar,320,1,15,Afternoon,20,Evening,Mid-Range
Air India,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,5:00,10/05/26 19:15,38h 15m,2 stops,No info,10441,10441,5,1,2,2,May,2295,2,5,Morning,19,Evening,Premium
IndiGo,2019-06-09,Delhi,Cochin,DEL → HYD → COK,7:35,12:00,4h 25m,1 stop,No info,5073,5073,6,9,6,2,Jun,265,1,7,Morning,12,Afternoon,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,10:20,22/03/26 1:35,15h 15m,1 stop,No info,7695,7695,5,12,6,2,May,915,1,10,Morning,1,Night,Mid-Range
Air India,2019-03-24,Delhi,Cochin,DEL → MAA → COK,20:40,25/05/26 9:25,12h 45m,1 stop,No info,7480,7480,3,24,6,1,Mar,765,1,20,Evening,9,Morning,Mid-Range
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,11:30,10/06/26 12:35,25h 5m,1 stop,In-flight meal not included,10262,10262,5,1,2,2,May,1505,1,11,Morning,12,Afternoon,Premium
Jet Airways,2019-06-09,Banglore,New Delhi,BLR → BOM → DEL,22:55,13/03/26 11:25,12h 30m,1 stop,No info,13817,13817,6,9,6,2,Jun,750,1,22,Night,11,Morning,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,9:35,19:10,9h 35m,1 stop,No info,13067,13067,5,12,6,2,May,575,1,9,Morning,19,Evening,Premium
SpiceJet,2019-03-24,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965,1965,3,24,6,1,Mar,90,0,13,Afternoon,14,Afternoon,Budget
IndiGo,2019-05-01,Delhi,Cochin,DEL → HYD → COK,6:50,16:10,9h 20m,1 stop,No info,6674,6674,5,1,2,2,May,560,1,6,Morning,16,Afternoon,Mid-Range
Air India,2019-06-09,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,5:05,16:55,11h 50m,2 stops,No info,16172,16172,6,9,6,2,Jun,710,2,5,Morning,16,Afternoon,Premium
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,In-flight meal not included,7268,7268,5,12,6,2,May,385,1,12,Afternoon,19,Evening,Mid-Range
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,7:00,12:15,5h 15m,1 stop,No info,17524,17524,3,24,6,1,Mar,315,1,7,Morning,12,Afternoon,Premium
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,18:00,22/05/26 1:30,7h 30m,1 stop,No info,7888,7888,5,1,2,2,May,450,1,18,Evening,1,Night,Mid-Range
IndiGo,2019-06-09,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754,2754,6,9,6,2,Jun,90,0,19,Evening,20,Evening,Budget
Air India,2019-05-12,Banglore,New Delhi,BLR → HBX → BOM → AMD → DEL,12:00,23:55,11h 55m,3 stops,No info,10573,10573,5,12,6,2,May,715,3,12,Afternoon,23,Night,Premium
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,11789,11789,3,24,6,1,Mar,440,1,11,Morning,19,Evening,Premium
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,20:25,07/05/26 19:10,22h 45m,1 stop,No info,13067,13067,5,1,2,2,May,1365,1,20,Evening,19,Evening,Premium
IndiGo,2019-06-09,Banglore,New Delhi,BLR → DEL,0:40,3:25,2h 45m,non-stop,No info,4238,4238,6,9,6,2,Jun,165,0,0,Night,3,Night,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,11h 30m,1 stop,No info,9794,9794,5,12,6,2,May,690,1,7,Morning,19,Evening,Mid-Range
Air India,2019-03-24,Delhi,Cochin,DEL → HYD → MAA → COK,7:05,22/03/26 9:25,26h 20m,2 stops,No info,7615,7615,3,24,6,1,Mar,1580,2,7,Morning,9,Morning,Mid-Range
Jet Airways,2019-05-01,Delhi,Cochin,DEL → IDR → BOM → COK,10:20,23/03/26 4:25,42h 5m,2 stops,No info,11664,11664,5,1,2,2,May,2525,2,10,Morning,4,Night,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,6:30,19:50,13h 20m,1 stop,In-flight meal not included,7064,7064,6,9,6,2,Jun,800,1,6,Morning,19,Evening,Mid-Range
IndiGo,2019-05-12,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3809,3809,5,12,6,2,May,265,1,19,Evening,23,Night,Budget
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841,3841,3,24,6,1,Mar,150,0,17,Evening,19,Evening,Budget
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,11:40,28/05/26 1:30,13h 50m,1 stop,No info,6795,6795,5,1,2,2,May,830,1,11,Morning,1,Night,Mid-Range
IndiGo,2019-06-09,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,4565,4565,6,9,6,2,Jun,290,1,15,Afternoon,20,Evening,Budget
IndiGo,2019-05-12,Delhi,Cochin,DEL → BOM → COK,18:35,10/03/26 1:35,7h,1 stop,No info,12351,12351,5,12,6,2,May,420,1,18,Evening,1,Night,Premium
IndiGo,2019-03-24,Delhi,Cochin,DEL → COK,21:05,19/03/26 0:20,3h 15m,non-stop,No info,5021,5021,3,24,6,1,Mar,195,0,21,Night,0,Night,Mid-Range
Air India,2019-05-01,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,22/05/26 9:25,20h 20m,2 stops,No info,10467,10467,5,1,2,2,May,1220,2,13,Afternoon,9,Morning,Premium
Air India,2019-06-09,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,6121,6121,6,9,6,2,Jun,165,0,17,Evening,19,Evening,Mid-Range
SpiceJet,2019-05-12,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,6300,6300,5,12,6,2,May,140,0,17,Evening,20,Evening,Mid-Range
Air Asia,2019-03-24,Banglore,New Delhi,BLR → DEL,5:50,8:40,2h 50m,non-stop,No info,10715,10715,3,24,6,1,Mar,170,0,5,Morning,8,Morning,Premium
Air India,2019-05-01,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510,5510,5,1,2,2,May,150,0,14,Afternoon,16,Afternoon,Mid-Range
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,6144,6144,6,9,6,2,Jun,185,0,18,Evening,22,Night,Mid-Range
Jet Airways,2019-05-12,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,07/03/26 19:45,24h 35m,2 stops,No info,19329,19329,5,12,6,2,May,1475,2,19,Evening,19,Evening,Premium
Air India,2019-03-24,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,12:45,07/03/26 19:25,30h 40m,2 stops,No info,13253,13253,3,24,6,1,Mar,1840,2,12,Afternoon,19,Evening,Premium
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,6:30,19:50,13h 20m,1 stop,No info,13941,13941,5,1,2,2,May,800,1,6,Morning,19,Evening,Premium
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4488,4488,6,9,6,2,Jun,155,0,20,Evening,22,Night,Budget
SpiceJet,2019-05-12,Kolkata,Banglore,CCU → BLR,6:55,9:30,2h 35m,non-stop,No check-in baggage included,3841,3841,5,12,6,2,May,155,0,6,Morning,9,Morning,Budget
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,7575,7575,3,24,6,1,Mar,470,1,11,Morning,19,Evening,Mid-Range
Air India,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,28/05/26 19:15,26h 35m,2 stops,No info,9968,9968,5,1,2,2,May,1595,2,16,Afternoon,19,Evening,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,10/05/26 19:00,29h 35m,2 stops,No info,15129,15129,6,9,6,2,Jun,1775,2,13,Afternoon,19,Evening,Premium
IndiGo,2019-05-12,Kolkata,Banglore,CCU → BBI → BLR,7:10,12:40,5h 30m,1 stop,No info,4864,4864,5,12,6,2,May,330,1,7,Morning,12,Afternoon,Budget
Air India,2019-03-24,Delhi,Cochin,DEL → MAA → COK,17:20,04/06/26 9:25,16h 5m,1 stop,No info,7480,7480,3,24,6,1,Mar,965,1,17,Evening,9,Morning,Mid-Range
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,7:00,18:50,11h 50m,1 stop,No info,15867,15867,5,1,2,2,May,710,1,7,Morning,18,Evening,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,9:35,22:05,12h 30m,1 stop,No info,13067,13067,6,9,6,2,Jun,750,1,9,Morning,22,Night,Premium
Air India,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:50,10/05/26 7:55,15h 5m,1 stop,No info,8366,8366,5,12,6,2,May,905,1,16,Afternoon,7,Morning,Mid-Range
Air India,2019-03-24,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,04/03/26 19:15,30h 20m,2 stops,No info,21571,21571,3,24,6,1,Mar,1820,2,12,Afternoon,19,Evening,Premium
Air Asia,2019-05-01,Banglore,Delhi,BLR → DEL,4:55,7:45,2h 50m,non-stop,No info,4282,4282,5,1,2,2,May,170,0,4,Night,7,Morning,Budget
Air India,2019-06-09,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,10/05/26 19:15,26h 20m,2 stops,No info,13591,13591,6,9,6,2,Jun,1580,2,16,Afternoon,19,Evening,Premium
Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:20,02/04/26 23:25,27h 5m,1 stop,No info,7927,7927,5,12,6,2,May,1625,1,20,Evening,23,Night,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,15:00,04/06/26 19:00,28h,1 stop,No info,14714,14714,3,24,6,1,Mar,1680,1,15,Afternoon,19,Evening,Premium
Jet Airways,2019-05-01,Banglore,New Delhi,BLR → BOM → DEL,18:55,13/03/26 16:10,21h 15m,1 stop,In-flight meal not included,11087,11087,5,1,2,2,May,1275,1,18,Evening,16,Afternoon,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,17:00,02/05/26 19:10,26h 10m,1 stop,In-flight meal not included,9314,9314,5,12,6,2,May,1570,1,17,Evening,19,Evening,Mid-Range
IndiGo,2019-03-24,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,7060,7060,3,24,6,1,Mar,290,1,15,Afternoon,20,Evening,Mid-Range
IndiGo,2019-05-01,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,7900,7900,5,1,2,2,May,145,0,11,Morning,14,Afternoon,Mid-Range
Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,2:55,4:20,1h 25m,non-stop,No info,5678,5678,6,9,6,2,Jun,85,0,2,Night,4,Night,Mid-Range
IndiGo,2019-05-12,Kolkata,Banglore,CCU → MAA → BLR,19:35,25/04/26 0:10,4h 35m,1 stop,No info,4860,4860,5,12,6,2,May,275,1,19,Evening,0,Night,Budget
SpiceJet,2019-03-24,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,1h 30m,non-stop,No info,2017,2017,3,24,6,1,Mar,90,0,5,Morning,7,Morning,Budget
IndiGo,2019-05-01,Kolkata,Banglore,CCU → MAA → BLR,8:10,13:00,4h 50m,1 stop,No info,5069,5069,5,1,2,2,May,290,1,8,Morning,13,Afternoon,Mid-Range
Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,7:10,10/06/26 10:45,27h 35m,1 stop,No info,9397,9397,6,9,6,2,Jun,1655,1,7,Morning,10,Morning,Mid-Range
IndiGo,2019-05-12,Delhi,Cochin,DEL → BOM → COK,10:35,15:35,5h,1 stop,No info,5073,5073,5,12,6,2,May,300,1,10,Morning,15,Afternoon,Mid-Range
Air India,2019-03-24,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,5:55,23:15,17h 20m,3 stops,No info,15145,15145,3,24,6,1,Mar,1040,3,5,Morning,23,Night,Premium
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,9:15,19:15,10h,1 stop,No info,8099,8099,5,1,2,2,May,600,1,9,Morning,19,Evening,Mid-Range
Air India,2019-06-09,Banglore,New Delhi,BLR → MAA → DEL,11:50,19:50,8h,1 stop,No info,14594,14594,6,9,6,2,Jun,480,1,11,Morning,19,Evening,Premium
IndiGo,2019-05-12,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,4729,4729,5,12,6,2,May,185,0,14,Afternoon,17,Evening,Budget
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,22:15,22/05/26 0:50,2h 35m,non-stop,No info,4804,4804,3,24,6,1,Mar,155,0,22,Night,0,Night,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,19644,19644,5,1,2,2,May,440,2,11,Morning,19,Evening,Premium
Air India,2019-06-09,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,28/03/26 19:15,23h 30m,2 stops,No info,8656,8656,6,9,6,2,Jun,1410,2,19,Evening,19,Evening,Mid-Range
Jet Airways,2019-05-12,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,10/06/26 12:35,26h 55m,2 stops,No info,13014,13014,5,12,6,2,May,1615,2,9,Morning,12,Afternoon,Premium
IndiGo,2019-03-24,Delhi,Cochin,DEL → HYD → COK,6:40,16:10,9h 30m,1 stop,No info,6442,6442,3,24,6,1,Mar,570,1,6,Morning,16,Afternoon,Mid-Range
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,13:00,10/05/26 12:35,23h 35m,1 stop,In-flight meal not included,12373,12373,5,1,2,2,May,1415,1,13,Afternoon,12,Afternoon,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,9:35,07/06/26 14:25,28h 50m,1 stop,In-flight meal not included,10539,10539,6,9,6,2,Jun,1730,1,9,Morning,14,Afternoon,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,20:00,22/05/26 9:20,13h 20m,1 stop,In-flight meal not included,10844,10844,5,12,6,2,May,800,1,20,Evening,9,Morning,Premium
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,17:00,07/06/26 9:05,16h 5m,1 stop,No info,8452,8452,3,24,6,1,Mar,965,1,17,Evening,9,Morning,Mid-Range
IndiGo,2019-05-01,Delhi,Cochin,DEL → HYD → COK,8:35,22:30,13h 55m,1 stop,No info,7144,7144,5,1,2,2,May,835,1,8,Morning,22,Night,Mid-Range
SpiceJet,2019-06-09,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,5126,5126,6,9,6,2,Jun,170,0,20,Evening,23,Night,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,19:00,13/06/26 1:30,6h 30m,1 stop,No info,6795,6795,5,12,6,2,May,390,1,19,Evening,1,Night,Mid-Range
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,13/05/26 10:05,12h 55m,1 stop,In-flight meal not included,8586,8586,3,24,6,1,Mar,775,1,21,Night,10,Morning,Mid-Range
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → BLR,9:00,11:25,2h 25m,non-stop,No check-in baggage included,4439,4439,5,1,2,2,May,145,0,9,Morning,11,Morning,Budget
